protein	ionm	id	uid	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtmin	rtmax	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fa4p	fa4c	fa4u	fullhgroup	mhgroup	uhgroup	phgroup	hgcc	cc	hgfa	ccfa	adduct	mz_theoretical	ppm	set0	set1	set2	screen	exp_date	domain	lit	lcb_pref	manual_id0	comment	manual_id1	manual_id2	invivo_585_681
GM2A	pos	9	504	754.5663	754.571041694629	79000	IV	ambiguous	10.89	12.837251	10.54	12.51	Cer		t	35.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Hex-tCer	ambiguous	Hex-tCer	Cer	Hex-Cer(t35:0)	35:0	NA	NA	[M+Na]+	754.5803537020907	-12.34064393017703	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Hexosyl ceramide (DH35:0-OH); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		NaN
GM2A	pos	9	504	754.5663	754.571041694629	79000	IV	ambiguous	10.89	12.837251	10.54	12.51	PA		O	40.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA	PA(O-40:5)	40:5	NA	NA	[M+NH4]+	754.5745173695508	-4.606138746778648	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Hexosyl ceramide (DH35:0-OH); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		NaN
GM2A	pos	9	504	754.5663	754.571041694629	79000	IV	ambiguous	10.89	12.837251	10.54	12.51	PC		O	35.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC	PC(O-35:4)	35:4	NA	NA	[M+H]+	754.57451738397	-4.6061578557943115	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Hexosyl ceramide (DH35:0-OH); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		NaN
GM2A	pos	9	504	754.5663	754.571041694629	79000	IV	ambiguous	10.89	12.837251	10.54	12.51	PE		O	38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE	PE(O-38:4)	38:4	NA	NA	[M+H]+	754.57451738397	-4.6061578557943115	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Hexosyl ceramide (DH35:0-OH); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		NaN
GM2A	pos	9	504	754.5663	754.571041694629	79000	IV	ambiguous	10.89	12.837251	10.54	12.51	PE	Lyso		38.0	4.0		38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Lyso-PE	ambiguous	Lyso-PE	PE	Lyso-PE(38:4)	38:4	Lyso-PE(38:4)	38:4	[M+H]+	754.57453746677	-4.632772466418422	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Hexosyl ceramide (DH35:0-OH); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		NaN
GM2A	pos	9	504	754.5663	754.571041694629	79000	IV	ambiguous	10.89	12.837251	10.54	12.51	PE		O	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE	PE(O-36:1)	36:1	NA	NA	[M+Na]+	754.5721067020908	-1.4114058183467886	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		[M+H]+: Lysophosphatidylethanolamine (38:4); Phosphatidylcholine (O-35:4); Phosphatidylethanolamine (O-38:4) /// [M+NH4]+: Phosphatidate (O-40:5) /// [M+Na]+: Hexosyl ceramide (t35:0); Hexosyl ceramide (DH35:0-OH); Phosphatidylethanolamine (O-36:1); Phosphatidylcholine (O-33:1)		NaN
GM2A	pos	10	505	704.4581	704.4625268147	42000	III.2	unknown	8.41	8.4148923	8.29	8.55	PE		O	33.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	unknown	PE-O	PE	PE(O-33:5)	33:5	NA	NA	[M+Na]+	704.4625487020908	-0.031069630010273856	True	True	False	A	2015-04-09	ML	False	False	[M+Na]+: Lysophosphatidylcholine (30:5); Phosphatidylethanolamine (O-33:5)	The spectrum is dominated by 184 m/z!!!	[M+Na]+: Lysophosphatidylcholine (30:5); Phosphatidylethanolamine (O-33:5)		NaN
GM2A	pos	10	505	704.4581	704.4625268147	42000	III.2	unknown	8.41	8.4148923	8.29	8.55	PC	Lyso		30.0	5.0		30.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	Lyso-PC	unknown	Lyso-PC	PC	Lyso-PC(30:5)	30:5	Lyso-PC(30:5)	30:5	[M+Na]+	704.4625487020908	-0.031069630010273856	True	True	False	A	2015-04-09	ML	False	False	[M+Na]+: Lysophosphatidylcholine (30:5); Phosphatidylethanolamine (O-33:5)	The spectrum is dominated by 184 m/z!!!	[M+Na]+: Lysophosphatidylcholine (30:5); Phosphatidylethanolamine (O-33:5)		NaN
GM2A	pos	11	506	477.3658	477.368799766687	18000	III.6	unknown	1.02	7.0256667	0.95	1.06	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	2015-04-09	ML	False	False	unknown		unknown		NaN
GM2A	pos	12	507	814.6315	814.636619144346	8600	IV	ambiguous	14.25	12.873571	13.91	15.14	PA			43.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA	PA(43:3)	43:3	NA	NA	[M+NH4]+	814.6320322467308	5.630637433431181	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t40:4); Sphingomyelin (d40:4-OH)		[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t*40:4)		NaN
GM2A	pos	12	507	814.6315	814.636619144346	8600	IV	ambiguous	14.25	12.873571	13.91	15.14	SM		t	40.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	tSM	ambiguous	tSM	SM	SM(t40:4)	40:4	NA	NA	[M+NH4]+	814.6432655533307	-8.158674189958113	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t40:4); Sphingomyelin (d40:4-OH)		[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t*40:4)		NaN
GM2A	pos	12	507	814.6315	814.636619144346	8600	IV	ambiguous	14.25	12.873571	13.91	15.14	PC			38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC	PC(38:2)	38:2	NA	NA	[M+H]+	814.63203446677	5.6279122131058665	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t40:4); Sphingomyelin (d40:4-OH)		[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t*40:4)		NaN
GM2A	pos	12	507	814.6315	814.636619144346	8600	IV	ambiguous	14.25	12.873571	13.91	15.14	SM		d	40.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	dSM-OH	ambiguous	dSM-OH	SM	SM(d40:4-OH)	40:4	NA	NA	[M+NH4]+	814.6432656360308	-8.158775706112023	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t40:4); Sphingomyelin (d40:4-OH)		[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t*40:4)		NaN
GM2A	pos	12	507	814.6315	814.636619144346	8600	IV	ambiguous	14.25	12.873571	13.91	15.14	PE			41.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE	PE(41:2)	41:2	NA	NA	[M+H]+	814.63203446677	5.6279122131058665	True	True	False	A	2015-04-09	ML	False	False	[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t40:4); Sphingomyelin (d40:4-OH)		[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t*40:4)		NaN
GM2A	pos	12	507	814.6315	814.636619144346	8600	IV	ambiguous	14.25	12.873571	13.91	15.14	SM		DH	40.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHSM-OH	ambiguous	DHSM-OH	SM	SM(DH40:4-OH)	40:4	NA	NA	[M+NH4]+	814.6432656360308	-8.158775706112023	False	True	False	A	2015-04-09	ML	False	False	[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t40:4); Sphingomyelin (d40:4-OH)		[M+H]+: Phosphatidylethanolamine (41:2); Phosphatidylcholine (38:2) /// [M+NH4]+: Phosphatidate (43:3); Sphingomyelin (t*40:4)		NaN
GM2A	neg	0	509	835.5255	835.534537043808	260000	I	PI	9.63	9.5968069	9.15	9.99	PI			34.0	1.0		18.0	1.0		16.0	0.0		NaN	NaN		NaN	NaN	PI	PI	PI	PI	PI(34:1)	34:1	PI(16:0/18:1)	18:1/16:0	[M-H]-	835.53422753323	0.37043434936608666	True	True	False	A	2015-04-08	ML	False	False	[M-H]-: Phosphatidylinositol (34:1) =>(18:1/16:0)	Based on the fragments (18:0/16:1) or (18:1/16:0); both are possible. (18:1/16:0) more abundant than  or  (18:0/16:1)	[M-H]-: Phosphatidylinositol (34:1) =>(18:1/16:0)		NaN
GM2A	neg	1	510	799.54	799.54864782464	150000	IV.7	ambiguous	9.77	9.7277538	9.19	10.46	BMP			38.0	3.0		20.0	2.0		18.0	1.0		NaN	NaN		NaN	NaN	BMP	ambiguous	BMP	BMP	BMP(38:3)	38:3	BMP(18:1/20:2)	20:2/18:1	[M-H]-	799.54945933579	-1.0149605386077334	True	True	False	A	2015-04-08	ML	False	False	[M-H]-: Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3) => (20:2/18:1)	(20:2/18:1) more abundant than (18:2/20:1)	[M-H]-: Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3) => (20:2/18:1)		NaN
GM2A	neg	1	510	799.54	799.54864782464	150000	IV.7	ambiguous	9.77	9.7277538	9.19	10.46	PG			38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PG	ambiguous	PG	PG	PG(38:3)	38:3	NA	NA	[M-H]-	799.54945933579	-1.0149605386077334	True	True	False	A	2015-04-08	ML	False	False	[M-H]-: Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3) => (20:2/18:1)	(20:2/18:1) more abundant than (18:2/20:1)	[M-H]-: Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3) => (20:2/18:1)		NaN
GM2A	neg	2	511	714.4999	714.507628030918	150000	I	PE	10.12	10.129734	9.82	10.54	PE			34.0	2.0		16.0	1.0		18.0	1.0		NaN	NaN		NaN	NaN	PE	PE	PE	PE	PE(34:2)	34:2	PE(16:1/18:1)	16:1/18:1	[M-H]-	714.50792153323	-0.41077544867151883	True	True	False	A	2015-04-08	ML	False	False	[M-H]-: Phosphatidylethanolamine (34:2) => (16:1/18:1)		[M-H]-: Phosphatidylethanolamine (34:2) => (16:1/18:1)		NaN
GM2A	neg	3	512	716.5157	716.523449833811	140000	I	PE	11.3	11.306105	11.01	11.51	PE			34.0	1.0		18.0	1.0		16.0	0.0		NaN	NaN		NaN	NaN	PE	PE	PE	PE	PE(34:1)	34:1	PE(16:0/18:1)	18:1/16:0	[M-H]-	716.52357894049	-0.18018482959059803	True	True	False	A	2015-04-08	ML	False	False	[M-H]-: Phosphatidylethanolamine (34:1) => (18:1/16:0)	Based on the fragmentation the most abundant species is (18:1/16:0), but (16:1/18:0) might coelute less abundant.	[M-H]-: Phosphatidylethanolamine (34:1) => (18:1/16:0)		NaN
GM2A	neg	4	513	908.7715	908.781329272544	96000	III.6	unknown	23.33	NaN	18.26	23.79	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	2015-04-08	ML	False	False	unknown		unknown		NaN
GM2A	neg	5	514	762.5208	762.529047424973	92000	I	PC	8.93	8.9517135	8.55	9.61	PC			31.0	1.0		16.0	1.0		15.0	0.0		NaN	NaN		NaN	NaN	PC	PC	PC	PC	PC(31:1)	31:1	PC(15:0/16:1)	16:1/15:0	[M+HCOO]-	762.5290582576292	-0.014206220899662825	True	True	False	A	2015-04-08	ML	False	False	[M+HCOO]-: Phosphatidylcholine (31:1) => (16:1/15:0)	(16:1/15:0) more abundant than (17:1/14:0); odd FA chain length	[M+HCOO]-: Phosphatidylcholine (31:1) => (16:1/15:0)		NaN
GM2A	neg	6	515	946.4915	946.501737252064	62000	III.6	unknown	11.48	NaN	10.72	11.73	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	2015-04-08	ML	False	False	unknown		unknown		NaN
GM2A	neg	7	516	416.3703	416.374803461165	34000	III.5	unknown	4.08	4.0574583	2.86	4.21	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	2015-04-08	ML	False	False	unknown		unknown		NaN
HSDL2	pos	0	518	500.3794	500.381897893965	580000	III.5	unknown	1.01	1.0358579	0.84	1.41	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	2015-04-10	scp2	False	False	unknown	RT is almost the flow-through	unknown		NaN
HSDL2	pos	1	519	544.41	544.41271769472	430000	III.5	unknown	1.08	0.97520211	0.84	1.3	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	2015-04-10	scp2	False	False	unknown	RT is almost the flow-through	unknown		NaN
HSDL2	pos	2	520	558.4169	558.419687617165	390000	III.5	unknown	1.05	1.0748079	0.92	1.55	Unknown			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	Unknown	unknown	NA	Unknown	NA	NA	NA	NA		NaN	NaN	True	True	False	A	2015-04-10	scp2	False	False	unknown	RT is almost the flow-through	unknown		NaN
HSDL2	pos	3	521	616.403	616.406077083776	380000	III.2	unknown	1.11	1.0803037	0.86	1.89	PE		O	28.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	unknown	PE-O	PE	PE(O-28:3)	28:3	NA	NA	[M+H]+	616.4336668032901	-44.756996575318695	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)	RT is almost the flow-through	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)		NaN
HSDL2	pos	3	521	616.403	616.406077083776	380000	III.2	unknown	1.11	1.0803037	0.86	1.89	PA			29.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PA	unknown	PA	PA	PA(29:4)	29:4	NA	NA	[M+NH4]+	616.3972895533308	14.25627690807785	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)	RT is almost the flow-through	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)		NaN
HSDL2	pos	3	521	616.403	616.406077083776	380000	III.2	unknown	1.11	1.0803037	0.86	1.89	PA	Lyso		30.0	4.0		30.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Lyso-PA	unknown	Lyso-PA	PA	Lyso-PA(30:4)	30:4	Lyso-PA(30:4)	30:4	[M+NH4]+	616.4336665533308	-44.75659110089834	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)	RT is almost the flow-through	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)		NaN
HSDL2	pos	3	521	616.403	616.406077083776	380000	III.2	unknown	1.11	1.0803037	0.86	1.89	PE		O	26.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	unknown	PE-O	PE	PE(O-26:0)	26:0	NA	NA	[M+Na]+	616.4312377020907	-40.81658549370499	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)	RT is almost the flow-through	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)		NaN
HSDL2	pos	3	521	616.403	616.406077083776	380000	III.2	unknown	1.11	1.0803037	0.86	1.89	PC		O	23.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	unknown	PC-O	PC	PC(O-23:0)	23:0	NA	NA	[M+Na]+	616.4312377020907	-40.81658549370499	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)	RT is almost the flow-through	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)		NaN
HSDL2	pos	3	521	616.403	616.406077083776	380000	III.2	unknown	1.11	1.0803037	0.86	1.89	PC			24.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PC	unknown	PC	PC	PC(24:3)	24:3	NA	NA	[M+H]+	616.39729146677	14.253172633476424	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)	RT is almost the flow-through	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)		NaN
HSDL2	pos	3	521	616.403	616.406077083776	380000	III.2	unknown	1.11	1.0803037	0.86	1.89	PE	Lyso		26.0	0.0		26.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Lyso-PE	unknown	Lyso-PE	PE	Lyso-PE(26:0)	26:0	Lyso-PE(26:0)	26:0	[M+Na]+	616.4312377020907	-40.81658549370499	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)	RT is almost the flow-through	[M+H]+: Phosphatidylcholine (24:3); Phosphatidylethanolamine (O-28:3) /// [M+NH4]+: Phosphatidate (29:4); Lysophosphatidate (30:4) /// [M+Na]+: Lysophosphatidylethanolamine (26:0); Phosphatidylethanolamine (O-26:0); Phosphatidylcholine (O-23:0)		NaN
HSDL2	pos	4	522	374.3232	374.325068621414	370000	III.2	unknown	2.01	1.9694141	0.99	2.16	Cer		t	21.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	tCer	unknown	tCer	Cer	Cer(t21:0)	21:0	NA	NA	[M+H]+	374.32648533455006	-3.784699163849235	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Ceramide (t21:0) /// [M+NH4]+: Monoacylglycerol (18:1)		[M+H]+: Ceramide (t*21:0) /// [M+NH4]+: Monoacylglycerol (18:1)		NaN
HSDL2	pos	4	522	374.3232	374.325068621414	370000	III.2	unknown	2.01	1.9694141	0.99	2.16	Cer		DH	21.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DHCer-OH	unknown	DHCer-OH	Cer	Cer(DH21:0-OH)	21:0	NA	NA	[M+H]+	374.32648533455006	-3.784699163849235	False	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Ceramide (t21:0) /// [M+NH4]+: Monoacylglycerol (18:1)		[M+H]+: Ceramide (t*21:0) /// [M+NH4]+: Monoacylglycerol (18:1)		NaN
HSDL2	pos	4	522	374.3232	374.325068621414	370000	III.2	unknown	2.01	1.9694141	0.99	2.16	MAG			18.0	1.0		18.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	unknown	MAG	MAG	MAG(18:1)	18:1	MAG(18:1)	18:1	[M+NH4]+	374.32648532013076	-3.7846606433450094	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Ceramide (t21:0) /// [M+NH4]+: Monoacylglycerol (18:1)		[M+H]+: Ceramide (t*21:0) /// [M+NH4]+: Monoacylglycerol (18:1)		NaN
HSDL2	pos	5	523	602.4438	602.44680739945	310000	III.2	unknown	1.02	1.0083185	0.92	1.16	DAG			34.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	DAG	unknown	DAG	DAG	DAG(34:6)	34:6	NA	NA	[M+NH4]+	602.4779005844308	-51.608839014106046	True	True	False	A	2015-04-10	scp2	False	False	[M+H]+: Hexosyl ceramide (d27:1); Hexosyl ceramide (DH27:1) /// [M+NH4]+: Diacylglycerol (34:6) /// [M+Na]+: Lysophosphatidylethanolamine (O-26:0)	RT is almost the flow-through	[M+H]+: Hexosyl ceramide (d*27:1) /// [M+NH4]+: Diacylglycerol (34:6) /// [M+Na]+: Lysophosphatidylethanolamine (O-26:0)		NaN
